budget,split,bootstrap_replicate,cost_model,Q0,L_ctx,cap,oracle_loss,oracle_N_B,oracle_D_B,oracle_Q_B,oracle_budget_ratio
1e+19,heldout,102,power,0.8,2048,3x,3.09162870744,0.248223761026,6.28529579082,0.8,1
1e+19,heldout,102,power,0.8,2048,5x,3.09162870744,0.248223760915,6.28529579364,0.8,1
1e+19,heldout,102,power,0.8,2048,free,3.09162870744,0.248223755912,6.28529592032,0.8,1
1e+19,heldout,102,power,0.8,32768,1x,3.23844581409,0.182112162896,4.37414082664,0.8,1
1e+19,heldout,102,power,0.8,32768,2x,3.23844581409,0.182112162766,4.37414082974,0.8,1
1e+19,heldout,102,power,0.8,32768,3x,3.23844581409,0.182112147094,4.37414120618,0.8,1
1e+19,heldout,102,power,0.8,32768,5x,3.23844581409,0.182112165015,4.37414077575,0.8,1
1e+19,heldout,102,power,0.8,32768,free,3.23844581409,0.182112149032,4.37414115963,0.8,1
1e+19,heldout,102,logarithmic,0.2,2048,1x,3.20244419191,0.460784600191,1.80114918812,1,1
1e+19,heldout,102,logarithmic,0.2,2048,2x,3.20244419191,0.46078461004,1.80114916764,1,1
1e+19,heldout,102,logarithmic,0.2,2048,3x,3.20244419191,0.46078457578,1.80114923888,1,1
1e+19,heldout,102,logarithmic,0.2,2048,5x,3.20244419191,0.46078456657,1.80114925803,1,1
1e+19,heldout,102,logarithmic,0.2,2048,free,3.20244419191,0.460784569111,1.80114925275,1,1
1e+19,heldout,102,logarithmic,0.2,32768,1x,3.31580386184,0.30039197827,1.56996550323,1,1
1e+19,heldout,102,logarithmic,0.2,32768,2x,3.31580386184,0.300391996241,1.56996544763,1,1
1e+19,heldout,102,logarithmic,0.2,32768,3x,3.31580386184,0.300391965877,1.56996554158,1,1
1e+19,heldout,102,logarithmic,0.2,32768,5x,3.31580386184,0.300391993294,1.56996545674,1,1
1e+19,heldout,102,logarithmic,0.2,32768,free,3.31580386184,0.300391965043,1.56996554416,1,1
1e+19,heldout,102,logarithmic,0.8,2048,1x,3.04694620812,0.279838510135,4.55582047526,1,1
1e+19,heldout,102,logarithmic,0.8,2048,2x,3.04694620812,0.279838492222,4.55582071356,1,1
1e+19,heldout,102,logarithmic,0.8,2048,3x,3.04694620812,0.279838504357,4.55582055212,1,1
1e+19,heldout,102,logarithmic,0.8,2048,5x,3.04694620812,0.279838477972,4.55582090313,1,1
1e+19,heldout,102,logarithmic,0.8,2048,free,3.04694620812,0.27983849767,4.55582064109,1,1
1e+19,heldout,102,logarithmic,0.8,32768,1x,3.17971984906,0.194910641863,3.51102437563,1,1
1e+19,heldout,102,logarithmic,0.8,32768,2x,3.17971984906,0.194910640249,3.51102440061,1,1
1e+19,heldout,102,logarithmic,0.8,32768,3x,3.17971984906,0.194910645876,3.51102431353,1,1
1e+19,heldout,102,logarithmic,0.8,32768,5x,3.17971984906,0.19491064815,3.51102427833,1,1
1e+19,heldout,102,logarithmic,0.8,32768,free,3.17971984906,0.194910646776,3.5110242996,1,1
1e+19,heldout,125,exponential,0.2,2048,1x,3.19842021659,0.371358989963,3.07552993593,0.750783090584,1
1e+19,heldout,125,exponential,0.2,2048,2x,3.19842021659,0.371359000131,3.07552964425,0.750783135401,1
1e+19,heldout,125,exponential,0.2,2048,3x,3.19842021659,0.371358949999,3.07553009056,0.750783107662,1
1e+19,heldout,125,exponential,0.2,2048,5x,3.19842021659,0.371358977644,3.07552988778,0.750783114516,1
1e+19,heldout,125,exponential,0.2,2048,free,3.19842021659,0.371359022943,3.07552951404,0.750783133823,1
1e+19,heldout,125,exponential,0.2,32768,1x,3.32931100589,0.262188819622,2.23989679202,0.79878510275,1
1e+19,heldout,125,exponential,0.2,32768,2x,3.32931100589,0.262188840504,2.23989628772,0.798785205408,1
1e+19,heldout,125,exponential,0.2,32768,3x,3.32931100589,0.262188795049,2.23989695007,0.798785101844,1
1e+19,heldout,125,exponential,0.2,32768,5x,3.32931100589,0.262188725717,2.23989750169,0.798785070192,1
1e+19,heldout,125,exponential,0.2,32768,free,3.32931100589,0.262188932188,2.23989604811,0.798785112369,1
1e+19,heldout,125,exponential,0.8,2048,1x,3.0918063964,0.248797419052,6.27080363737,0.8,1
1e+19,heldout,125,exponential,0.8,2048,2x,3.0918063964,0.248797419052,6.27080363737,0.8,1
1e+19,heldout,125,exponential,0.8,2048,3x,3.0918063964,0.248797419052,6.27080363737,0.8,1
1e+19,heldout,125,exponential,0.8,2048,5x,3.0918063964,0.248797419052,6.27080363737,0.8,1
1e+19,heldout,125,exponential,0.8,2048,free,3.0918063964,0.248797419052,6.27080363737,0.8,1
1e+19,heldout,125,exponential,0.8,32768,1x,3.23871028171,0.182477114285,4.36539261304,0.8,1
1e+19,heldout,125,exponential,0.8,32768,2x,3.23871028171,0.182477117645,4.36539253268,0.8,1
1e+19,heldout,125,exponential,0.8,32768,3x,3.23871028171,0.182477114129,4.36539261679,0.8,1
1e+19,heldout,125,exponential,0.8,32768,5x,3.23871028171,0.182477117645,4.36539253268,0.8,1
1e+19,heldout,125,exponential,0.8,32768,free,3.23871028171,0.182477117645,4.36539253268,0.8,1
1e+19,heldout,125,power,0.2,2048,1x,3.24176884946,0.390561598309,2.94720204297,0.650939936281,1
1e+19,heldout,125,power,0.2,2048,2x,3.24176884946,0.390561617221,2.94720166902,0.650939992352,1
1e+19,heldout,125,power,0.2,2048,3x,3.24176884946,0.390561580241,2.94720140518,0.650940090382,1
1e+19,heldout,125,power,0.2,2048,5x,3.24176884946,0.390561499675,2.94720255885,0.650939943222,1
1e+19,heldout,125,power,0.2,2048,free,3.24176884946,0.390561580241,2.94720140518,0.650940090382,1
1e+19,heldout,125,power,0.2,32768,1x,3.37416644384,0.281313686989,2.03978970562,0.724679440191,1
1e+19,heldout,125,power,0.2,32768,2x,3.37416644384,0.281313677412,2.03978984573,0.724679411745,1
1e+19,heldout,125,power,0.2,32768,3x,3.37416644384,0.281313678916,2.03978982641,0.724679415366,1
1e+19,heldout,125,power,0.2,32768,5x,3.37416644384,0.281313616515,2.03978991245,0.724679491115,1
1e+19,heldout,125,power,0.2,32768,free,3.37416644384,0.281313772512,2.03978907073,0.724679499612,1
1e+19,heldout,125,power,0.8,2048,1x,3.0918063964,0.24879741718,6.27080368455,0.8,1
1e+19,heldout,125,power,0.8,2048,2x,3.0918063964,0.248797397322,6.27080418505,0.8,1
1e+19,heldout,125,power,0.8,2048,3x,3.0918063964,0.248797423144,6.27080353424,0.8,1
1e+19,heldout,125,power,0.8,2048,5x,3.0918063964,0.248797428133,6.27080340849,0.8,1
1e+19,heldout,125,power,0.8,2048,free,3.0918063964,0.248797407759,6.270803922,0.8,1
1e+19,heldout,125,power,0.8,32768,1x,3.23871028171,0.182477114285,4.36539261304,0.8,1
1e+19,heldout,125,power,0.8,32768,2x,3.23871028171,0.182477123362,4.3653923959,0.8,1
1e+19,heldout,125,power,0.8,32768,3x,3.23871028171,0.182477114129,4.36539261679,0.8,1
1e+19,heldout,125,power,0.8,32768,5x,3.23871028171,0.182477105375,4.36539282621,0.8,1
1e+19,heldout,125,power,0.8,32768,free,3.23871028171,0.182477118822,4.36539250452,0.8,1
1e+19,heldout,125,logarithmic,0.2,2048,1x,3.20230192437,0.460288098787,1.80218218686,1,1
1e+19,heldout,125,logarithmic,0.2,2048,2x,3.20230192437,0.460288098553,1.80218218734,1,1
1e+19,heldout,125,logarithmic,0.2,2048,3x,3.20230192437,0.46028811348,1.80218215627,1,1
1e+19,heldout,125,logarithmic,0.2,2048,5x,3.20230192437,0.460288125385,1.80218213148,1,1
1e+19,heldout,125,logarithmic,0.2,2048,free,3.20230192437,0.46028808662,1.80218221218,1,1
1e+19,heldout,125,logarithmic,0.2,32768,1x,3.3155793292,0.299981103512,1.5712378626,1,1
1e+19,heldout,125,logarithmic,0.2,32768,2x,3.3155793292,0.299981079952,1.57123793562,1,1
1e+19,heldout,125,logarithmic,0.2,32768,3x,3.3155793292,0.299981071634,1.5712379614,1,1
1e+19,heldout,125,logarithmic,0.2,32768,5x,3.3155793292,0.299981084526,1.57123792144,1,1
1e+19,heldout,125,logarithmic,0.2,32768,free,3.3155793292,0.299981078513,1.57123794008,1,1
1e+19,heldout,125,logarithmic,0.8,2048,1x,3.04670615896,0.279364533482,4.56213473709,1,1
1e+19,heldout,125,logarithmic,0.8,2048,2x,3.04670615896,0.279364550333,4.5621345123,1,1
1e+19,heldout,125,logarithmic,0.8,2048,3x,3.04670615896,0.279364529613,4.5621347887,1,1
1e+19,heldout,125,logarithmic,0.8,2048,5x,3.04670615896,0.279364550203,4.56213451403,1,1
1e+19,heldout,125,logarithmic,0.8,2048,free,3.04670615896,0.279364559084,4.56213439555,1,1
1e+19,heldout,125,logarithmic,0.8,32768,1x,3.1793809,0.194516331195,3.5171370315,1,1
1e+19,heldout,125,logarithmic,0.8,32768,2x,3.1793809,0.194516305957,3.51713742344,1,1
1e+19,heldout,125,logarithmic,0.8,32768,3x,3.1793809,0.194516329007,3.51713706549,1,1
1e+19,heldout,125,logarithmic,0.8,32768,5x,3.1793809,0.194516316925,3.5171372531,1,1
1e+19,heldout,125,logarithmic,0.8,32768,free,3.1793809,0.194516311683,3.51713733451,1,1
1e+19,heldout,129,exponential,0.2,2048,1x,3.19370821983,0.37011716404,3.10322816817,0.746855872154,1
1e+19,heldout,129,exponential,0.2,2048,2x,3.19370821983,0.37011716404,3.10322816817,0.746855872154,1
1e+19,heldout,129,exponential,0.2,2048,3x,3.19370821983,0.37011716404,3.10322816817,0.746855872154,1
1e+19,heldout,129,exponential,0.2,2048,5x,3.19370821983,0.370117180454,3.10322785425,0.746855913809,1
1e+19,heldout,129,exponential,0.2,2048,free,3.19370821983,0.370117286522,3.10322698532,0.746855955783,1
1e+19,heldout,129,exponential,0.2,32768,1x,3.32504249196,0.261142517111,2.26351310037,0.79409883165,1
1e+19,heldout,129,exponential,0.2,32768,2x,3.32504249196,0.261142496564,2.26351390084,0.794098646284,1
1e+19,heldout,129,exponential,0.2,32768,3x,3.32504249196,0.261142594241,2.26351250572,0.794098858986,1
1e+19,heldout,129,exponential,0.2,32768,5x,3.32504249196,0.261142454124,2.26351370589,0.794098776069,1
1e+19,heldout,129,exponential,0.2,32768,free,3.32504249196,0.261142531447,2.26351327593,0.794098757382,1
1e+19,heldout,129,exponential,0.8,2048,1x,3.08756629281,0.24906631935,6.2640334688,0.8,1
1e+19,heldout,129,exponential,0.8,2048,2x,3.08756629281,0.249066292011,6.26403415639,0.8,1
1e+19,heldout,129,exponential,0.8,2048,3x,3.08756629281,0.249066299585,6.26403396589,0.8,1
1e+19,heldout,129,exponential,0.8,2048,5x,3.08756629281,0.249066299471,6.26403396877,0.8,1
1e+19,heldout,129,exponential,0.8,2048,free,3.08756629281,0.249066315382,6.2640335686,0.8,1
1e+19,heldout,129,exponential,0.8,32768,1x,3.23453041693,0.182768722288,4.35842761703,0.8,1
1e+19,heldout,129,exponential,0.8,32768,2x,3.23453041693,0.182768727853,4.35842748433,0.8,1
1e+19,heldout,129,exponential,0.8,32768,3x,3.23453041693,0.182768723197,4.35842759536,0.8,1
1e+19,heldout,129,exponential,0.8,32768,5x,3.23453041693,0.182768728232,4.35842747528,0.8,1
1e+19,heldout,129,exponential,0.8,32768,free,3.23453041693,0.182768709479,4.35842792248,0.8,1
1e+19,heldout,129,power,0.2,2048,1x,3.236518023,0.390280863016,2.96110436025,0.648363043534,1
1e+19,heldout,129,power,0.2,2048,2x,3.236518023,0.390280730037,2.96110513947,0.648363036866,1
1e+19,heldout,129,power,0.2,2048,3x,3.236518023,0.390280776903,2.96110551155,0.64836290391,1
1e+19,heldout,129,power,0.2,2048,5x,3.236518023,0.390280909794,2.96110443308,0.648362973292,1
1e+19,heldout,129,power,0.2,2048,free,3.236518023,0.390280730037,2.96110513947,0.648363036866,1
1e+19,heldout,129,power,0.2,32768,1x,3.36933990557,0.280476805081,2.05880866884,0.72006583137,1
1e+19,heldout,129,power,0.2,32768,2x,3.36933990557,0.280476805081,2.05880866884,0.72006583137,1
1e+19,heldout,129,power,0.2,32768,3x,3.36933990557,0.280476839714,2.05880856671,0.720065805412,1
1e+19,heldout,129,power,0.2,32768,5x,3.36933990557,0.280476805081,2.05880866884,0.72006583137,1
1e+19,heldout,129,power,0.2,32768,free,3.36933990557,0.280476805081,2.05880866884,0.72006583137,1
1e+19,heldout,129,power,0.8,2048,1x,3.08756629281,0.24906631935,6.2640334688,0.8,1
1e+19,heldout,129,power,0.8,2048,2x,3.08756629281,0.249066292011,6.26403415639,0.8,1
1e+19,heldout,129,power,0.8,2048,3x,3.08756629281,0.249066299585,6.26403396589,0.8,1
1e+19,heldout,129,power,0.8,2048,5x,3.08756629281,0.249066299471,6.26403396877,0.8,1
1e+19,heldout,129,power,0.8,2048,free,3.08756629281,0.249066293135,6.2640341281,0.8,1
1e+19,heldout,129,power,0.8,32768,1x,3.23453041693,0.182768728644,4.35842746547,0.8,1
1e+19,heldout,129,power,0.8,32768,2x,3.23453041693,0.182768727853,4.35842748433,0.8,1
1e+19,heldout,129,power,0.8,32768,3x,3.23453041693,0.182768723197,4.35842759536,0.8,1
1e+19,heldout,129,power,0.8,32768,5x,3.23453041693,0.182768728232,4.35842747528,0.8,1
1e+19,heldout,129,power,0.8,32768,free,3.23453041693,0.182768709479,4.35842792248,0.8,1
1e+19,heldout,129,logarithmic,0.2,2048,1x,3.20240391003,0.460718694985,1.8012862394,1,1
1e+19,heldout,129,logarithmic,0.2,2048,2x,3.20240391003,0.460718671458,1.80128628832,1,1
1e+19,heldout,129,logarithmic,0.2,2048,3x,3.20240391003,0.460718677378,1.80128627601,1,1
1e+19,heldout,129,logarithmic,0.2,2048,5x,3.20240391003,0.460718684686,1.80128626081,1,1
1e+19,heldout,129,logarithmic,0.2,2048,free,3.20240391003,0.460718684796,1.80128626059,1,1
1e+19,heldout,129,logarithmic,0.2,32768,1x,3.31576369819,0.300349295267,1.57009758413,1,1
1e+19,heldout,129,logarithmic,0.2,32768,2x,3.31576369819,0.300349287761,1.57009760736,1,1
1e+19,heldout,129,logarithmic,0.2,32768,3x,3.31576369819,0.300349286721,1.57009761058,1,1
1e+19,heldout,129,logarithmic,0.2,32768,5x,3.31576369819,0.300349281978,1.57009762525,1,1
1e+19,heldout,129,logarithmic,0.2,32768,free,3.31576369819,0.300349285872,1.5700976132,1,1
1e+19,heldout,129,logarithmic,0.8,2048,1x,3.0468883463,0.279813511683,4.55615306507,1,1
1e+19,heldout,129,logarithmic,0.8,2048,2x,3.0468883463,0.27981350791,4.55615311527,1,1
1e+19,heldout,129,logarithmic,0.8,2048,3x,3.0468883463,0.279813525514,4.55615288105,1,1
1e+19,heldout,129,logarithmic,0.8,2048,5x,3.0468883463,0.279813532746,4.55615278482,1,1
1e+19,heldout,129,logarithmic,0.8,2048,free,3.0468883463,0.279813517314,4.55615299016,1,1
1e+19,heldout,129,logarithmic,0.8,32768,1x,3.1796620059,0.194891928285,3.51131399568,1,1
1e+19,heldout,129,logarithmic,0.8,32768,2x,3.1796620059,0.194891911362,3.51131425761,1,1
1e+19,heldout,129,logarithmic,0.8,32768,3x,3.1796620059,0.194891910549,3.51131427019,1,1
1e+19,heldout,129,logarithmic,0.8,32768,5x,3.1796620059,0.194891928285,3.51131399568,1,1
1e+19,heldout,129,logarithmic,0.8,32768,free,3.1796620059,0.194891928285,3.51131399568,1,1
1e+19,heldout,184,exponential,0.2,2048,1x,3.19611012034,0.375730543358,3.04278632637,0.75206249933,1
1e+19,heldout,184,exponential,0.2,2048,2x,3.19611012034,0.375730637831,3.04278604845,0.752062443489,1
1e+19,heldout,184,exponential,0.2,2048,3x,3.19611012034,0.375730637831,3.04278604845,0.752062443489,1
1e+19,heldout,184,exponential,0.2,2048,5x,3.19611012034,0.375730532932,3.04278636665,0.752062503596,1
1e+19,heldout,184,exponential,0.2,2048,free,3.19611012034,0.375730669758,3.0427853399,0.752062546017,1
1e+19,heldout,184,exponential,0.2,32768,1x,3.32746881106,0.264803845337,2.21904843048,0.800039986507,1
1e+19,heldout,184,exponential,0.2,32768,2x,3.32746881106,0.264803792112,2.21904882467,0.800039968356,1
1e+19,heldout,184,exponential,0.2,32768,3x,3.32746881106,0.264803833104,2.21904855641,0.800039972496,1
1e+19,heldout,184,exponential,0.2,32768,5x,3.32746881106,0.264803882139,2.21904821543,0.80003998304,1
1e+19,heldout,184,exponential,0.2,32768,free,3.32746881106,0.264803792112,2.21904882467,0.800039968356,1
1e+19,heldout,184,exponential,0.8,2048,1x,3.09003905134,0.251658221849,6.19951833442,0.8,1
1e+19,heldout,184,exponential,0.8,2048,2x,3.09003905134,0.251658217664,6.1995184375,0.8,1
1e+19,heldout,184,exponential,0.8,2048,3x,3.09003905134,0.251658212493,6.1995185649,0.8,1
1e+19,heldout,184,exponential,0.8,2048,5x,3.09003905134,0.251658227802,6.19951818776,0.8,1
1e+19,heldout,184,exponential,0.8,2048,free,3.09003905134,0.251658212455,6.19951856584,0.8,1
1e+19,heldout,184,exponential,0.8,32768,1x,3.23742043424,0.184649379852,4.31403694606,0.8,1
1e+19,heldout,184,exponential,0.8,32768,2x,3.23742043424,0.18464939545,4.31403658165,0.8,1
1e+19,heldout,184,exponential,0.8,32768,3x,3.23742043424,0.184649374359,4.31403707441,0.8,1
1e+19,heldout,184,exponential,0.8,32768,5x,3.23742043424,0.184649386534,4.31403678995,0.8,1
1e+19,heldout,184,exponential,0.8,32768,free,3.23742043424,0.184649376994,4.31403701284,0.8,1
1e+19,heldout,184,power,0.2,2048,1x,3.23959445783,0.3983587228,2.88198314909,0.655746130747,1
1e+19,heldout,184,power,0.2,2048,2x,3.23959445783,0.398358667662,2.88198380267,0.655746053882,1
1e+19,heldout,184,power,0.2,2048,3x,3.23959445783,0.398358745321,2.88198332855,0.655746066836,1
1e+19,heldout,184,power,0.2,2048,5x,3.23959445783,0.398358732892,2.88198342095,0.655746061237,1
1e+19,heldout,184,power,0.2,2048,free,3.23959445783,0.398358579918,2.88198415361,0.655746078686,1
1e+19,heldout,184,power,0.2,32768,1x,3.3723884249,0.28591228919,2.00102827797,0.729522697207,1
1e+19,heldout,184,power,0.2,32768,2x,3.3723884249,0.285912318385,2.00102811897,0.729522701146,1
1e+19,heldout,184,power,0.2,32768,3x,3.3723884249,0.285912343998,2.00102793727,0.729522718176,1
1e+19,heldout,184,power,0.2,32768,5x,3.3723884249,0.285912389258,2.00102756969,0.729522763229,1
1e+19,heldout,184,power,0.2,32768,free,3.3723884249,0.285912389258,2.00102756969,0.729522763229,1
1e+19,heldout,184,power,0.8,2048,1x,3.09003905134,0.251658221849,6.19951833442,0.8,1
1e+19,heldout,184,power,0.8,2048,2x,3.09003905134,0.251658217664,6.1995184375,0.8,1
1e+19,heldout,184,power,0.8,2048,3x,3.09003905134,0.251658212493,6.1995185649,0.8,1
1e+19,heldout,184,power,0.8,2048,5x,3.09003905134,0.251658227802,6.19951818776,0.8,1
1e+19,heldout,184,power,0.8,2048,free,3.09003905134,0.251658212455,6.19951856584,0.8,1
1e+19,heldout,184,power,0.8,32768,1x,3.23742043424,0.184649381703,4.31403690283,0.8,1
1e+19,heldout,184,power,0.8,32768,2x,3.23742043424,0.18464939545,4.31403658165,0.8,1
1e+19,heldout,184,power,0.8,32768,3x,3.23742043424,0.184649374359,4.31403707441,0.8,1
1e+19,heldout,184,power,0.8,32768,5x,3.23742043424,0.184649386534,4.31403678995,0.8,1
1e+19,heldout,184,power,0.8,32768,free,3.23742043424,0.184649376994,4.31403701284,0.8,1
1e+19,heldout,184,logarithmic,0.2,2048,1x,3.20238024429,0.460752327213,1.80121629786,1,1
1e+19,heldout,184,logarithmic,0.2,2048,2x,3.20238024429,0.460752345578,1.80121625967,1,1
1e+19,heldout,184,logarithmic,0.2,2048,3x,3.20238024429,0.460752301892,1.80121635052,1,1
1e+19,heldout,184,logarithmic,0.2,2048,5x,3.20238024429,0.460752286574,1.80121638237,1,1
1e+19,heldout,184,logarithmic,0.2,2048,free,3.20238024429,0.460752301834,1.80121635063,1,1
1e+19,heldout,184,logarithmic,0.2,32768,1x,3.31573647724,0.300376690732,1.57001280737,1,1
1e+19,heldout,184,logarithmic,0.2,32768,2x,3.31573647724,0.300376683228,1.57001283059,1,1
1e+19,heldout,184,logarithmic,0.2,32768,3x,3.31573647724,0.300376690207,1.57001280899,1,1
1e+19,heldout,184,logarithmic,0.2,32768,5x,3.31573647724,0.300376696186,1.57001279049,1,1
1e+19,heldout,184,logarithmic,0.2,32768,free,3.31573647724,0.300376689371,1.57001281158,1,1
1e+19,heldout,184,logarithmic,0.8,2048,1x,3.04688007179,0.279833317505,4.55588955618,1,1
1e+19,heldout,184,logarithmic,0.8,2048,2x,3.04688007179,0.279833322923,4.55588948409,1,1
1e+19,heldout,184,logarithmic,0.8,2048,3x,3.04688007179,0.279833331164,4.55588937446,1,1
1e+19,heldout,184,logarithmic,0.8,2048,5x,3.04688007179,0.279833311825,4.55588963174,1,1
1e+19,heldout,184,logarithmic,0.8,2048,free,3.04688007179,0.279833322529,4.55588948933,1,1
1e+19,heldout,184,logarithmic,0.8,32768,1x,3.17965087769,0.194910537393,3.51102599233,1,1
1e+19,heldout,184,logarithmic,0.8,32768,2x,3.17965087769,0.194910536833,3.51102600099,1,1
1e+19,heldout,184,logarithmic,0.8,32768,3x,3.17965087769,0.194910536258,3.51102600988,1,1
1e+19,heldout,184,logarithmic,0.8,32768,5x,3.17965087769,0.194910531085,3.51102608994,1,1
1e+19,heldout,184,logarithmic,0.8,32768,free,3.17965087769,0.194910551437,3.51102577498,1,1
1e+19,heldout,199,exponential,0.2,2048,1x,3.19507070951,0.368420319621,3.11668539626,0.746281723177,1
1e+19,heldout,199,exponential,0.2,2048,2x,3.19507070951,0.368420318434,3.11668550569,0.746281703289,1
1e+19,heldout,199,exponential,0.2,2048,3x,3.19507070951,0.368420378967,3.11668481897,0.746281763678,1
1e+19,heldout,199,exponential,0.2,2048,5x,3.19507070951,0.368420306633,3.11668534269,0.746281749379,1
1e+19,heldout,199,exponential,0.2,2048,free,3.19507070951,0.368420439862,3.11668430447,0.746281790061,1
1e+19,heldout,199,exponential,0.2,32768,1x,3.32623049678,0.260217362281,2.2711465697,0.793638503705,1
1e+19,heldout,199,exponential,0.2,32768,2x,3.32623049678,0.260217615727,2.27114464751,0.793638581349,1
1e+19,heldout,199,exponential,0.2,32768,3x,3.32623049678,0.260217386334,2.27114631856,0.793638530056,1
1e+19,heldout,199,exponential,0.2,32768,5x,3.32623049678,0.260217406092,2.27114613187,0.793638546288,1
1e+19,heldout,199,exponential,0.2,32768,free,3.32623049678,0.260217360911,2.27114631521,0.793638576462,1
1e+19,heldout,199,exponential,0.8,2048,1x,3.08873842104,0.248082830053,6.28886634365,0.8,1
1e+19,heldout,199,exponential,0.8,2048,2x,3.08873842104,0.248082832593,6.28886627927,0.8,1
1e+19,heldout,199,exponential,0.8,2048,3x,3.08873842104,0.24808284181,6.28886604562,0.8,1
1e+19,heldout,199,exponential,0.8,2048,5x,3.08873842104,0.248082831382,6.28886630996,0.8,1
1e+19,heldout,199,exponential,0.8,2048,free,3.08873842104,0.248082860104,6.28886558186,0.8,1
1e+19,heldout,199,exponential,0.8,32768,1x,3.23553820207,0.182040803868,4.3758554666,0.8,1
1e+19,heldout,199,exponential,0.8,32768,2x,3.23553820207,0.182040803868,4.3758554666,0.8,1
1e+19,heldout,199,exponential,0.8,32768,3x,3.23553820207,0.182040803868,4.3758554666,0.8,1
1e+19,heldout,199,exponential,0.8,32768,5x,3.23553820207,0.182040804326,4.37585545558,0.8,1
1e+19,heldout,199,exponential,0.8,32768,free,3.23553820207,0.182040794785,4.37585568493,0.8,1
1e+19,heldout,199,power,0.2,2048,1x,3.23778182688,0.386907575933,2.99195100836,0.645928526539,1
1e+19,heldout,199,power,0.2,2048,2x,3.23778182688,0.386907530495,2.99195209257,0.645928355863,1
1e+19,heldout,199,power,0.2,2048,3x,3.23778182688,0.386907679949,2.99195101919,0.645928400599,1
1e+19,heldout,199,power,0.2,2048,5x,3.23778182688,0.386907547475,2.99195186268,0.645928383316,1
1e+19,heldout,199,power,0.2,2048,free,3.23778182688,0.386907532713,2.99195115622,0.64592854729,1
1e+19,heldout,199,power,0.2,32768,1x,3.37047447728,0.278582397996,2.07630087559,0.717759527901,1
1e+19,heldout,199,power,0.2,32768,2x,3.37047447728,0.278582424248,2.07630056356,0.71775958121,1
1e+19,heldout,199,power,0.2,32768,3x,3.37047447728,0.278582393132,2.07630087695,0.71775953573,1
1e+19,heldout,199,power,0.2,32768,5x,3.37047447728,0.278582389789,2.07630077637,0.717759572952,1
1e+19,heldout,199,power,0.2,32768,free,3.37047447728,0.278582433982,2.07630053911,0.717759572356,1
1e+19,heldout,199,power,0.8,2048,1x,3.08873842104,0.248082863304,6.28886550075,0.8,1
1e+19,heldout,199,power,0.8,2048,2x,3.08873842104,0.248082832593,6.28886627927,0.8,1
1e+19,heldout,199,power,0.8,2048,3x,3.08873842104,0.24808284181,6.28886604562,0.8,1
1e+19,heldout,199,power,0.8,2048,5x,3.08873842104,0.248082831382,6.28886630996,0.8,1
1e+19,heldout,199,power,0.8,2048,free,3.08873842104,0.248082860104,6.28886558186,0.8,1
1e+19,heldout,199,power,0.8,32768,1x,3.23553820207,0.182040803868,4.3758554666,0.8,1
1e+19,heldout,199,power,0.8,32768,2x,3.23553820207,0.182040803868,4.3758554666,0.8,1
1e+19,heldout,199,power,0.8,32768,3x,3.23553820207,0.182040803868,4.3758554666,0.8,1
1e+19,heldout,199,power,0.8,32768,5x,3.23553820207,0.182040804326,4.37585545558,0.8,1
1e+19,heldout,199,power,0.8,32768,free,3.23553820207,0.182040794785,4.37585568493,0.8,1
1e+19,heldout,199,logarithmic,0.2,2048,1x,3.20242856209,0.460755822199,1.80120903,1,1
1e+19,heldout,199,logarithmic,0.2,2048,2x,3.20242856209,0.460755817522,1.80120903973,1,1
1e+19,heldout,199,logarithmic,0.2,2048,3x,3.20242856209,0.460755812632,1.8012090499,1,1
1e+19,heldout,199,logarithmic,0.2,2048,5x,3.20242856209,0.460755832994,1.80120900755,1,1
1e+19,heldout,199,logarithmic,0.2,2048,free,3.20242856209,0.460755827506,1.80120901897,1,1
1e+19,heldout,199,logarithmic,0.2,32768,1x,3.31578724375,0.300375882918,1.57001530706,1,1
1e+19,heldout,199,logarithmic,0.2,32768,2x,3.31578724375,0.300375880774,1.5700153137,1,1
1e+19,heldout,199,logarithmic,0.2,32768,3x,3.31578724375,0.300375868953,1.57001535028,1,1
1e+19,heldout,199,logarithmic,0.2,32768,5x,3.31578724375,0.300375890958,1.57001528218,1,1
1e+19,heldout,199,logarithmic,0.2,32768,free,3.31578724375,0.300375860441,1.57001537662,1,1
1e+19,heldout,199,logarithmic,0.8,2048,1x,3.04692316535,0.279824605079,4.55600546793,1,1
1e+19,heldout,199,logarithmic,0.8,2048,2x,3.04692316535,0.279824594605,4.55600560727,1,1
1e+19,heldout,199,logarithmic,0.8,2048,3x,3.04692316535,0.279824608148,4.55600542709,1,1
1e+19,heldout,199,logarithmic,0.8,2048,5x,3.04692316535,0.279824610757,4.55600539238,1,1
1e+19,heldout,199,logarithmic,0.8,2048,free,3.04692316535,0.279824599582,4.55600554106,1,1
1e+19,heldout,199,logarithmic,0.8,32768,1x,3.17969680694,0.194902666132,3.51114780591,1,1
1e+19,heldout,199,logarithmic,0.8,32768,2x,3.17969680694,0.194902676966,3.51114763824,1,1
1e+19,heldout,199,logarithmic,0.8,32768,3x,3.17969680694,0.1949026613,3.51114788069,1,1
1e+19,heldout,199,logarithmic,0.8,32768,5x,3.17969680694,0.194902663906,3.51114784036,1,1
