split,budget,policy,bootstrap_replicate,cost_model,Q0,L_ctx,loss,oracle_loss,regret,feasible,cost_ratio
train,1e+19,cvar90_regret,124,exponential,0.2,32768,3.38097707967,3.33120553043,0.0497715492376,True,0.850914137145
train,1e+19,cvar90_regret,124,exponential,0.8,2048,3.38097707967,3.09371067363,0.287266406038,True,0.347371230851
train,1e+19,cvar90_regret,124,exponential,0.8,32768,3.38097707967,3.24067751944,0.140299560228,True,0.657736950976
train,1e+19,cvar90_regret,124,power,0.2,2048,3.38097707967,3.24349894105,0.137478138618,True,0.689634279868
train,1e+19,cvar90_regret,124,power,0.2,32768,3.38097707967,3.37602585355,0.0049512261176,True,0.999999999992
train,1e+19,cvar90_regret,124,power,0.8,2048,3.38097707967,3.09371067363,0.287266406038,True,0.356204668642
train,1e+19,cvar90_regret,124,power,0.8,32768,3.38097707967,3.24067751944,0.140299560228,True,0.666570388766
train,1e+19,cvar90_regret,124,logarithmic,0.2,2048,3.38097707967,3.20239564753,0.178581432138,True,0.689634279876
train,1e+19,cvar90_regret,124,logarithmic,0.2,32768,3.38097707967,3.31575107344,0.0652260062276,True,1
train,1e+19,cvar90_regret,124,logarithmic,0.8,2048,3.38097707967,3.04689595362,0.334081126048,True,0.330506958014
train,1e+19,cvar90_regret,124,logarithmic,0.8,32768,3.38097707967,3.17966723283,0.201309846838,True,0.640872678139
train,1e+19,cvar90_regret,88,exponential,0.2,2048,3.37819629983,3.19771405282,0.18048224701,True,0.54054841702
train,1e+19,cvar90_regret,88,exponential,0.2,32768,3.37819629983,3.32823988316,0.0499564166704,True,0.850914137145
train,1e+19,cvar90_regret,88,exponential,0.8,2048,3.37819629983,3.09068216832,0.28751413151,True,0.347371230851
train,1e+19,cvar90_regret,88,exponential,0.8,32768,3.37819629983,3.23733481918,0.14086148065,True,0.657736950976
train,1e+19,cvar90_regret,88,power,0.2,2048,3.37819629983,3.24148925579,0.13670704404,True,0.689634279868
train,1e+19,cvar90_regret,88,power,0.2,32768,3.37819629983,3.37324660703,0.00494969280039,True,0.999999999992
train,1e+19,cvar90_regret,88,power,0.8,2048,3.37819629983,3.09068216832,0.28751413151,True,0.356204668642
train,1e+19,cvar90_regret,88,power,0.8,32768,3.37819629983,3.23733481918,0.14086148065,True,0.666570388766
train,1e+19,cvar90_regret,88,logarithmic,0.2,2048,3.37819629983,3.20245654729,0.17573975254,True,0.689634279876
train,1e+19,cvar90_regret,88,logarithmic,0.2,32768,3.37819629983,3.31581413287,0.0623821669604,True,1
train,1e+19,cvar90_regret,88,logarithmic,0.8,2048,3.37819629983,3.04694648774,0.33124981209,True,0.330506958014
train,1e+19,cvar90_regret,88,logarithmic,0.8,32768,3.37819629983,3.17971971683,0.198476583,True,0.640872678139
heldout,1e+19,cvar90_regret,8,exponential,0.2,2048,3.37864367605,3.19811263026,0.180531045782,True,0.54054841702
heldout,1e+19,cvar90_regret,8,exponential,0.2,32768,3.37864367605,3.32914588071,0.0494977953327,True,0.850914137145
heldout,1e+19,cvar90_regret,8,exponential,0.8,2048,3.37864367605,3.09172646232,0.286917213729,True,0.347371230851
heldout,1e+19,cvar90_regret,8,exponential,0.8,32768,3.37864367605,3.23910883544,0.139534840604,True,0.657736950976
heldout,1e+19,cvar90_regret,8,power,0.2,2048,3.37864367605,3.2422291757,0.13641450035,True,0.689634279868
heldout,1e+19,cvar90_regret,8,power,0.2,32768,3.37864367605,3.37453872147,0.00410495457352,True,0.999999999992
heldout,1e+19,cvar90_regret,8,power,0.8,2048,3.37864367605,3.09172646232,0.286917213729,True,0.356204668642
heldout,1e+19,cvar90_regret,8,power,0.8,32768,3.37864367605,3.23910883544,0.139534840604,True,0.666570388766
heldout,1e+19,cvar90_regret,8,logarithmic,0.2,2048,3.37864367605,3.20245182919,0.17619184686,True,0.689634279876
heldout,1e+19,cvar90_regret,8,logarithmic,0.2,32768,3.37864367605,3.31580654674,0.0628371293026,True,1
heldout,1e+19,cvar90_regret,8,logarithmic,0.8,2048,3.37864367605,3.04695211402,0.331691562024,True,0.330506958014
heldout,1e+19,cvar90_regret,8,logarithmic,0.8,32768,3.37864367605,3.17972173581,0.198921940232,True,0.640872678139
heldout,1e+19,cvar90_regret,12,exponential,0.2,2048,3.37589888488,3.19481537155,0.181083513326,True,0.54054841702
heldout,1e+19,cvar90_regret,12,exponential,0.2,32768,3.37589888488,3.32597255314,0.0499263317336,True,0.850914137145
heldout,1e+19,cvar90_regret,12,exponential,0.8,2048,3.37589888488,3.08848424643,0.287414638453,True,0.347371230851
heldout,1e+19,cvar90_regret,12,exponential,0.8,32768,3.37589888488,3.23547004296,0.140428841914,True,0.657736950976
heldout,1e+19,cvar90_regret,12,power,0.2,2048,3.37589888488,3.23803099911,0.137867885772,True,0.689634279868
heldout,1e+19,cvar90_regret,12,power,0.2,32768,3.37589888488,3.37058159711,0.00531728777007,True,0.999999999992
heldout,1e+19,cvar90_regret,12,power,0.8,2048,3.37589888488,3.08848424643,0.287414638453,True,0.356204668642
heldout,1e+19,cvar90_regret,12,power,0.8,32768,3.37589888488,3.23547004296,0.140428841914,True,0.666570388766
heldout,1e+19,cvar90_regret,12,logarithmic,0.2,2048,3.37589888488,3.20240079902,0.173498085863,True,0.689634279876
